fry,class
d94290,ANTIMICROBIAL PROTEIN
d94291,TRANSFERASE
d94292,HYDROLASE
d94293,TRANSFERASE
d94294,TRANSFERASE
d94295,TRANSFERASE
d94296,HYDROLASE
d94297,TRANSFERASE
d94298,HYDROLASE
d94299,LYASE
d94300,SUGAR BINDING PROTEIN
d94301,IMMUNE SYSTEM
d94302,FLUORESCENT PROTEIN
d94303,TOXIN
d94304,TRANSFERASE
d94305,TRANSPORT PROTEIN
d94306,HYDROLASE
d94307,PROTEIN TRANSPORT
d94308,TRANSFERASE
d94309,TRANSFERASE
d94310,DNA
d94311,HYDROLASE
d94312,VIRUS
d94313,PROTEIN TRANSPORT
d94314,SUGAR BINDING PROTEIN
d94315,OXIDOREDUCTASE
d94316,TRANSFERASE
d94317,HYDROLASE/HYDROLASE INHIBITOR
d94318,OXIDOREDUCTASE
d94319,STRUCTURAL PROTEIN
d94320,MEMBRANE PROTEIN
d94321,LIPID TRANSPORT
d94322,LYASE/LYASE INHIBITOR
d94323,STRUCTURAL PROTEIN
d94324,HYDROLASE
d94325,TRANSFERASE
d94326,TRANSCRIPTION
d94327,LYASE
d94328,TRANSFERASE
d94329,TRANSCRIPTION
d94330,HYDROLASE
d94331,CONTRACTILE PROTEIN
d94332,CARBOHYDRATE-BINDING PROTEIN
d94333,NUCLEIC ACID BINDING PROTEIN/DNA/RNA
d94334,HYDROLASE
d94335,ASPARTYL PROTEASE
d94336,TRANSCRIPTION
d94337,HYDROLASE
d94338,TRANSPORT PROTEIN
d94339,OXIDOREDUCTASE
d94340,HYDROLASE
d94341,CELL ADHESION
d94342,HYDROLASE
d94343,LYASE
d94344,RNA BINDING PROTEIN
d94345,Transferase/Transferase Inhibitor
d94346,HYDROLASE
d94347,HYDROLASE
d94348,CELL ADHESION
d94349,TRANSFERASE
d94350,RNA
d94351,TRANSFERASE/ANTIBIOTIC
d94352,TRANSFERASE
d94353,ELECTRON TRANSPORT
d94354,OXYGEN TRANSPORT
d94355,HYDROLASE
d94356,HYDROLASE
d94357,HYDROLASE(CARBOXYLIC ESTERASE)
d94358,HYDROLASE/HYDROLASE INHIBITOR
d94359,LIPID TRANSPORT
d94360,TRANSFERASE
d94361,IMMUNE SYSTEM
d94362,DE NOVO PROTEIN
d94363,TRANSFERASE/TRANSFERASE INHIBITOR
d94364,HYDROLASE INHIBITOR
d94365,Transcription regulator
d94366,TRANSFERASE
d94367,ISOMERASE
d94368,TRANSFERASE
d94369,OXIDOREDUCTASE
d94370,TRANSFERASE
d94371,HYDROLASE
d94372,TRANSFERASE
d94373,OXIDOREDUCTASE
d94374,HYDROLASE
d94375,protein binding/activator
d94376,DNA BINDING PROTEIN
d94377,HYDROLASE
d94378,TRANSPORT PROTEIN
d94379,HYDROLASE
d94380,ISOMERASE
d94381,TRANSFERASE
d94382,PROTEIN BINDING
d94383,STRUCTURAL PROTEIN
d94384,DNA
d94385,RIBOSOME/ANTIBIOTIC
d94386,DNA
d94387,NEUROPEPTIDE
d94388,LYASE
d94389,Isomerase/Isomerase Inhibitor
d94390,TRANSPORT PROTEIN
d94391,HYDROLASE
d94392,DNA
d94393,HYDROLASE
d94394,Structural Genomics
d94395,LYASE
d94396,HYDROLASE
d94397,HYDROLASE (SERINE PROTEINASE)
d94398,TRANSFERASE
d94399,IMMUNE SYSTEM
d94400,OXIDOREDUCTASE
d94401,METAL TRANSPORT
d94402,OXYGEN STORAGE/TRANSPORT
d94403,TRANSFERASE
d94404,ALLERGEN
d94405,ISOMERASE/DNA
d94406,TRANSPORT PROTEIN
d94407,MEMBRANE PROTEIN
d94408,STRUCTURAL PROTEIN
d94409,OXIDOREDUCTASE
d94410,COMPLEX (DNA BINDING PROTEIN/PEPTIDE)
d94411,TRANSPORT PROTEIN/INHIBITOR
d94412,PROTEIN BINDING
d94413,HYDROLASE
d94414,SURFACTANT PROTEIN
d94415,POLYMERASE
d94416,OXIDOREDUCTASE
d94417,HYDROLASE
d94418,STRUCTURAL PROTEIN
d94419,TRANSFERASE
d94420,STRUCTURAL GENOMICS
d94421,ISOMERASE
d94422,CONTRACTILE PROTEIN
d94423,LIPID BINDING PROTEIN
d94424,TRANSFERASE
d94425,HYDROLASE
d94426,OXIDOREDUCTASE
d94427,COMPLEX (TRANSFERASE/PEPTIDE)
d94428,OXYGEN STORAGE/TRANSPORT
d94429,TATA BOX-BINDING PROTEIN (TBP)
d94430,BLOOD CLOTTING
d94431,HYDROLASE
d94432,TOXIN
d94433,LIGASE
d94434,LYASE
d94435,OXIDOREDUCTASE
d94436,IMMUNE SYSTEM
d94437,TRANSPORT PROTEIN
d94438,TRANSFERASE
d94439,TRANSFERASE
d94440,OXIDOREDUCTASE
d94441,HYDROLASE
d94442,HYDROLASE
d94443,TRANSFERASE
d94444,OXIDOREDUCTASE
d94445,PROTON TRANSPORT
d94446,BIOTIN BINDING PROTEIN
d94447,LIPID BINDING PROTEIN
d94448,TRANSCRIPTION/DNA
d94449,PROTEIN BINDING
d94450,TRANSFERASE
d94451,RIBOSOME
d94452,IMMUNE SYSTEM
d94453,STRUCTURAL GENOMICS
d94454,IMMUNE SYSTEM
d94455,ISOMERASE
d94456,HYDROLASE
d94457,HYDROLASE
d94458,HYDROLASE/HYDROLASE INHIBITOR
d94459,OXIDOREDUCTASE
d94460,SIGNALING PROTEIN
d94461,TRANSFERASE
d94462,STRUCTURAL GENOMICS
d94463,OXIDOREDUCTASE
d94464,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d94465,RNA
d94466,LYASE
d94467,HYDROLASE
d94468,TOXIN
d94469,LIGASE
d94470,SIGNALING PROTEIN
d94471,HYDROLASE
d94472,TRANSFERASE
d94473,UNKNOWN FUNCTION
d94474,MEMBRANE PROTEIN
d94475,TRANSCRIPTION
d94476,HYDROLASE
d94477,OXIDOREDUCTASE
d94478,SIGNALING PROTEIN
d94479,HYDROLASE
d94480,MEMBRANE PROTEIN
d94481,IMMUNE SYSTEM
d94482,TRANSFERASE
d94483,RECOMBINATION
d94484,ELECTRON TRANSPORT
d94485,OXIDOREDUCTASE
d94486,TRANSCRIPTION
d94487,TRANSFERASE
d94488,APOPTOSIS
d94489,TRANSLATION
d94490,OXYGEN TRANSPORT
d94491,ISOMERASE
d94492,HYDROLASE
d94493,PROTEIN TURNOVER
d94494,IRON STORAGE
d94495,TRANSFERASE
d94496,TRANSPORT PROTEIN
d94497,HYDROLASE
d94498,HYDROLASE (O-GLYCOSYL)
d94499,OXIDOREDUCTASE
d94500,IMMUNE SYSTEM
d94501,LECTIN
d94502,TRANSPORT PROTEIN
d94503,TRANSCRIPTION REGULATOR
d94504,VIRUS
d94505,HYDROLASE
d94506,SIGNALING PROTEIN
d94507,OXIDOREDUCTASE
d94508,UNKNOWN FUNCTION
d94509,transcription regulator
d94510,HYDROLASE
d94511,TRANSFERASE
d94512,HYDROLASE
d94513,TRANSPORT PROTEIN
d94514,DNA BINDING PROTEIN/TRANSCRIPTION
d94515,VIRAL PROTEIN
d94516,RNA BINDING PROTEIN/RNA
d94517,NON SPECIFIC MONO-ESTERASE
d94518,PROTEIN FIBRIL
d94519,HYDROLASE
d94520,OXIDOREDUCTASE
d94521,APOPTOSIS
d94522,HYDROLASE/HYDROLASE INHIBITOR
d94523,FLUORESCENT PROTEIN
d94524,LYASE
d94525,SIGNALING PROTEIN/Inhibitor
d94526,DNA BINDING PROTEIN
d94527,OXIDOREDUCTASE
d94528,LYASE
d94529,IMMUNE SYSTEM
d94530,HYDROLASE
d94531,LIGASE
d94532,DNA
d94533,TRANSCRIPTION
d94534,OXIDOREDUCTASE
d94535,HYDROLASE
d94536,STRUCTURAL GENOMICS
d94537,SUGAR BINDING
d94538,METAL BINDING PROTEIN
d94539,CHAPERONE
d94540,TRANSFERASE
d94541,TRANSFERASE
d94542,HYDROLASE
d94543,SUGAR BINDING PROTEIN
d94544,RECOMBINATION
d94545,PROTEIN BINDING
d94546,TRANSFERASE
d94547,LYASE
d94548,TRANSFERASE/TRANSFERASE INHIBITOR
d94549,HORMONE
d94550,CIRCADIAN CLOCK PROTEIN
d94551,DE NOVO PROTEIN
d94552,SIGNALING PROTEIN
d94553,TRANSFERASE
d94554,HYDROLASE/HYDROLASE inhibitor
d94555,HYDROLASE/Peptide
d94556,OXIDOREDUCTASE
d94557,IMMUNE SYSTEM
d94558,TRANSCRIPTION
d94559,TRANSFERASE
d94560,ISOMERASE
d94561,TRANSFERASE
d94562,HYDROLASE/HYDROLASE INHIBITOR
d94563,OXYGEN BINDING
d94564,OXIDOREDUCTASE
d94565,LYASE
d94566,HYDROLASE
d94567,HORMONE
d94568,STRUCTURAL PROTEIN
d94569,HYDROLASE
d94570,TRANSFERASE
d94571,TRANSFERASE
d94572,TRANSFERASE
d94573,TRANSPORT PROTEIN
d94574,RIBOSOME
d94575,TRANSCRIPTION
d94576,TRANSFERASE
d94577,IMMUNE SYSTEM
d94578,DNA BINDING PROTEIN
d94579,HYDROLASE/HYDROLASE INHIBITOR
d94580,TRANSCRIPTION
d94581,RIBOSOME
d94582,Transcription/DNA
d94583,HYDROLASE
d94584,HYDROLASE
d94585,TRANSPORT PROTEIN
d94586,ANTIMICROBIAL PROTEIN
d94587,structural genomics
d94588,METAL BINDING PROTEIN
d94589,HALIDE BINDING PROTEIN
d94590,DNA BINDING PROTEIN
d94591,HYDROLASE/INHIBITOR
d94592,TRANSFERASE
d94593,TRANSFERASE
d94594,SUGAR BINDING PROTEIN
d94595,TRANSFERASE
d94596,HYDROLASE
d94597,structural genomics
d94598,CHAPERONE
d94599,HYDROLASE
d94600,HYDROLASE
d94601,HYDROLASE
d94602,HYDROLASE
d94603,LIGASE
d94604,PROTO-ONCOGENE
d94605,ISOMERASE
d94606,HYDROLASE
d94607,VIRAL PROTEIN
d94608,RIBOSOME/ANTIBIOTIC
d94609,TRANSCRIPTION
d94610,IMMUNOGLOBULIN
d94611,RECOMBINATION
d94612,HYDROLASE
d94613,VIRAL PROTEIN
d94614,HYDROLASE
d94615,BLOOD CLOTTING INHIBITOR
d94616,TRANSFERASE
d94617,MEMBRANE PROTEIN
d94618,UNKNOWN FUNCTION
d94619,TRANSFERASE
d94620,HYDROLASE
d94621,HYDROLASE
d94622,STRUCTURAL PROTEIN
d94623,GENE REGULATION/DNA
d94624,OXIDOREDUCTASE
d94625,Oxidoreductase/Structural Protein
d94626,COMPLEX (TRANSDUCER/TRANSDUCTION)
d94627,TRANSFERASE
d94628,OXIDOREDUCTASE
d94629,PLANT PROTEIN
d94630,HYDROLASE
d94631,OXIDOREDUCTASE
d94632,RIBOSOME
d94633,HYDROLASE
d94634,TRANSFERASE
d94635,ANTIVIRAL PROTEIN
d94636,TRANSFERASE
d94637,SUGAR BINDING PROTEIN
d94638,LUMINESCENT PROTEIN
d94639,SIGNALING PROTEIN
d94640,hydrolase/hydrolase inhibitor
d94641,STRUCTURAL PROTEIN
d94642,HYDROLASE/HYDROLASE INHIBITOR
d94643,HYDROLASE
d94644,TRANSFERASE
d94645,SIGNALING PROTEIN
d94646,TRANSFERASE
d94647,OXIDOREDUCTASE
d94648,METAL BINDING PROTEIN
d94649,SHORT NEUROTOXIN
d94650,ENDONUCLEASE
d94651,TRANSCRIPTION
d94652,TRANSFERASE
d94653,ISOMERASE
d94654,STRUCTURAL PROTEIN
d94655,PROTEIN TRANSPORT
d94656,HYDROLASE
d94657,oxidoreductase/oxidoreductase inhibitor
d94658,OXIDOREDUCTASE
d94659,CELL ADHESION
d94660,METAL BINDING PROTEIN
d94661,HYDROLASE/HYDROLASE INHIBITOR
d94662,DNA BINDING PROTEIN
d94663,DNA BINDING REGULATORY PROTEIN
d94664,CELL ADHESION
d94665,TRANSCRIPTION
d94666,HYDROLASE
d94667,Hydrolase/RNA
d94668,OXIDOREDUCTASE
d94669,GENE REGULATION
d94670,VIRAL PROTEIN
d94671,HYDROLASE(ENDORIBONUCLEASE)
d94672,TRANSFERASE
d94673,OXIDOREDUCTASE
d94674,IMMUNE SYSTEM
d94675,VIRAL PROTEIN
d94676,ISOMERASE
d94677,TRANSFERASE
d94678,TRANSFERASE
d94679,HYDROLASE
d94680,GENE REGULATION/DNA
d94681,IMMUNE SYSTEM
d94682,HYDROLASE
d94683,LIGASE
d94684,HYDROLASE/HYDROLASE INHIBITOR
d94685,CHAPERONE
d94686,VIRAL PROTEIN
d94687,UNKNOWN FUNCTION
d94688,HYDROLASE
d94689,TRANSFERASE
d94690,CHAPERONE
d94691,HYDROLASE
d94692,CELL ADHESION
d94693,VIRAL PROTEIN
d94694,ISOMERASE
d94695,DNA
d94696,DNA BINDING PROTEIN
d94697,MEMBRANE PROTEIN
d94698,OXIDOREDUCTASE
d94699,TRANSFERASE
d94700,OXIDOREDUCTASE
d94701,CHEMOKINE
d94702,METAL BINDING PROTEIN
d94703,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d94704,BIOTIN-BINDING PROTEIN
d94705,HYDROLASE
d94706,TRANSFERASE
d94707,STRUCTURAL GENOMICS
d94708,HYDROLASE
d94709,HYDROLASE
d94710,TRANSPORT PROTEIN
d94711,ACTIN BINDING
d94712,OXIDOREDUCTASE
d94713,TRANSFERASE/TRANSFERASE INHIBITOR
d94714,PROTEIN BINDING
d94715,TRANSCRIPTION
d94716,OXIDOREDUCTASE
d94717,SIGNALING PROTEIN
d94718,LYASE
d94719,OXIDOREDUCTASE
d94720,HYDROLASE
d94721,Viral Protein/cytokine
d94722,MEMBRANE PROTEIN
d94723,Viral Protein/Immune System
d94724,OXYGEN BINDING
d94725,TRANSFERASE
d94726,IMMUNE SYSTEM
d94727,OXIDOREDUCTASE
d94728,RNA BINDING PROTEIN
d94729,OXYGEN STORAGE/TRANSPORT
d94730,LYASE/LYASE INHIBITOR
d94731,UNKNOWN FUNCTION
d94732,TRANSFERASE
d94733,HYDROLASE/HYDROLASE INHIBITOR
d94734,TRANSFERASE/TRANSFERASE INHIBITOR
d94735,HYDROLASE
d94736,DNA-BINDING
d94737,TRANSCRIPTION/TRANSFERASE/DNA
d94738,HYDROLASE
d94739,ANTIBIOTIC
d94740,TRANSFERASE
d94741,ELECTRON TRANSPORT
d94742,HYDROLASE
d94743,TRANSCRIPTION/RNA
d94744,TRANSFERASE
d94745,IMMUNE SYSTEM
d94746,HYDROLASE
d94747,LIGASE
d94748,TRANSFERASE
d94749,STRUCTURAL GENOMICS
d94750,HORMONE
d94751,HYDROLASE
d94752,SIGNALING PROTEIN
d94753,MOTOR PROTEIN
d94754,OXIDOREDUCTASE/TRANSFERASE
d94755,TRANSCRIPTION ACTIVATOR/DNA
d94756,MEMBRANE PROTEIN
d94757,HORMONE
d94758,PHEROMONE
d94759,HYDROLASE
d94760,OXIDOREDUCTASE
d94761,LYASE
d94762,HYDROLASE
d94763,VIRUS
d94764,LYASE
d94765,TRANSCRIPTION regulator
d94766,DNA BINDING PROTEIN
d94767,CELL CYCLE
d94768,STRUCTURAL PROTEIN
d94769,CONTRACTILE PROTEIN
d94770,OXIDOREDUCTASE
d94771,OXIDOREDUCTASE
d94772,SIGNAL TRANSDUCTION PROTEIN
d94773,OXIDOREDUCTASE
d94774,TRANSFERASE/ANTIBIOTIC
d94775,TRANSFERASE
d94776,SIGNALING PROTEIN/ANTAGONIST
d94777,LIGASE
d94778,CHAPERONE
d94779,DNA
d94780,TRANSFERASE/TRANSFERASE INHIBITOR
d94781,TRANSPORT PROTEIN
d94782,TRANSFERASE
d94783,TRANSFERASE
d94784,LIPID TRANSPORT
d94785,TRANSPORT PROTEIN
d94786,TRANSPORT PROTEIN
d94787,HYDROLASE
d94788,TRANSFERASE
d94789,LYASE
d94790,HYDROLASE
d94791,SIGNALING PROTEIN
d94792,RECOMBINATION
d94793,IMMUNE SYSTEM
d94794,HYDROLASE
d94795,COMPLEX (HYDROLASE/INHIBITOR)
d94796,CIRCADIAN CLOCK PROTEIN
d94797,TRANSCRIPTION
d94798,Transferase/Inhibitor
d94799,TRANSFERASE
d94800,LIGASE/LIGASE INHIBITOR
d94801,TRANSPORT PROTEIN
d94802,HYDROLASE
d94803,LIPID BINDING PROTEIN
d94804,MOTOR PROTEIN
d94805,TRANSCRIPTION REGULATION
d94806,METAL BINDING PROTEIN
d94807,CELL ADHESION
d94808,TRANSFERASE
d94809,ISOMERASE
d94810,ANTIMICROBIAL PROTEIN
d94811,HYDROLASE
d94812,TRANSFERASE
d94813,HYDROLASE
d94814,CIS-TRANS ISOMERASE
d94815,SUGAR BINDING PROTEIN
d94816,OXIDOREDUCTASE
d94817,TRANSFERASE
d94818,ISOMERASE
d94819,HYDROLASE
d94820,TRANSFERASE
d94821,ISOMERASE
d94822,HYDROLASE
d94823,HYDROLASE/HYDROLASE INHIBITOR
d94824,TRANSFERASE/DE NOVO PROTEIN
d94825,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d94826,LIPID TRANSPORT
d94827,TRANSLATION
d94828,OXIDOREDUCTASE
d94829,HYDROLASE(SERINE PROTEINASE)
d94830,RNA
d94831,Transferase/DNA
d94832,PROTEIN TRANSPORT
d94833,HYDROLASE
d94834,viral protein/RNA
d94835,LYASE
d94836,LYASE
d94837,STRUCTURAL GENOMICS
d94838,CHAPERONE
d94839,SERPIN
d94840,ELECTRON TRANSPORT
d94841,TRANSCRIPTION
d94842,PROTEIN BINDING
d94843,TRANSFERASE
d94844,OXIDOREDUCTASE
d94845,Transferase/DNA
d94846,PROTEIN BINDING
d94847,IMMUNE SYSTEM
d94848,HYDROLASE
d94849,STRUCTURAL PROTEIN
d94850,TRANSFERASE
d94851,TOXIN
d94852,TRANSPORT PROTEIN
d94853,VIRAL PROTEIN
d94854,TRANSCRIPTION
d94855,TOXIN
d94856,VIRAL PROTEIN
d94857,HYDROLASE/HYDROLASE INHIBITOR
d94858,LECTIN
d94859,HYDROLASE
d94860,CELL ADHESION
d94861,IRON STORAGE
d94862,RIBOSOME
d94863,HYDROLASE
d94864,RIBOSOME
d94865,TOXIN
d94866,OXIDOREDUCTASE
d94867,TRANSFERASE
d94868,LIPID BINDING PROTEIN
d94869,TRANSFERASE
d94870,FIBRIL PROTEIN
d94871,HYDROLASE
d94872,DNA
d94873,HYDROLASE
d94874,UNKNOWN FUNCTION
d94875,OXIDOREDUCTASE
d94876,OXIDOREDUCTASE
d94877,HYDROLASE
d94878,CELL ADHESION
d94879,LYASE
d94880,TRANSFERASE
d94881,TRANSFERASE/DNA
d94882,TRANSFERASE
d94883,HYDROLASE
d94884,OXIDOREDUCTASE
d94885,TRANSFERASE/TRANSFERASE INHIBITOR
d94886,HYDROLASE
d94887,VIRAL PROTEIN
d94888,HYDROLASE/ANTIBIOTIC
d94889,Structural genomics
d94890,RIBOSOME
d94891,Hydrolase/Hydrolase Inhibitor
d94892,METAL BINDING PROTEIN
d94893,TRANSCRIPTION
d94894,TRANSFERASE
d94895,HYDROLASE
d94896,HYDROLASE/HYDROLASE INHIBITOR
d94897,NUCLEAR PROTEIN
d94898,TRANSFERASE/TRANSFERASE INHIBITOR
d94899,PROTEIN BINDING/STRUCTURAL PROTEIN
d94900,LIGASE/LIGASE INHIBITOR
d94901,HYDROLASE
d94902,TRANSFERASE
d94903,HYDROLASE
d94904,CALCIUM-BINDING PROTEIN
d94905,HYDROLASE
d94906,HYDROLASE
d94907,IMMUNE SYSTEM
d94908,TRANSFERASE
d94909,MOTOR PROTEIN
d94910,CHAPERONE
d94911,HYDROLASE
d94912,HYDROLASE
d94913,OXIDOREDUCTASE
d94914,TRANSFERASE
d94915,TRANSFERASE
d94916,VIRAL PROTEIN
d94917,METAL BINDING PROTEIN
d94918,STRUCTURAL GENOMICS
d94919,TRANSCRIPTION
d94920,HYDROLASE
d94921,CRYSTALLIN
d94922,HYDROLASE
d94923,TRANSFERASE
d94924,HYDROLASE
d94925,HYDROLASE
d94926,CELL CYCLE/Peptide
d94927,STRUCTURAL PROTEIN
d94928,HYDROLASE/HYDROLASE INHIBITOR
d94929,Hydrolase/Hydrolase inhibitor
d94930,TRANSFERASE/TRANSFERASE INHIBITOR
d94931,HYDROLASE
d94932,HYDROLASE
d94933,CELL ADHESION
d94934,LYASE
d94935,SUGAR BINDING PROTEIN
d94936,CHAPERONE
d94937,VIRAL PROTEIN
d94938,HYDROLASE
d94939,HYDROLASE
d94940,LIPID BINDING PROTEIN
d94941,HYDROLASE
d94942,NEUROPEPTIDE
d94943,TRANSCRIPTION
d94944,HYDROLASE
d94945,HYDROLASE/HYDROLASE INHIBITOR
d94946,LIGASE
d94947,RNA/antibiotic
d94948,HYDROLASE
d94949,RNA BINDING PROTEIN
d94950,SIGNALING PROTEIN
d94951,HYDROLASE
d94952,ISOMERASE
d94953,TRANSFERASE
d94954,RIBOSOME
d94955,HYDROLASE
d94956,METAL BINDING PROTEIN
d94957,IMMUNE SYSTEM
d94958,HYDROLASE
d94959,ISOMERASE
d94960,VIRAL PROTEIN
d94961,TRANSFERASE
d94962,TRANSFERASE
d94963,HYDROLASE
d94964,HYDROLASE
d94965,DNA
d94966,TRANSFERASE
d94967,HYDROLASE
d94968,NUCLEAR PROTEIN/RNA
d94969,SIGNALING PROTEIN
d94970,LYASE
d94971,TRANSCRIPTION
d94972,RIBOSOME
d94973,APOPTOSIS
d94974,OXIDOREDUCTASE
d94975,LUMINESCENT PROTEIN
d94976,ANTIBIOTIC
d94977,SUGAR BINDING PROTEIN
d94978,SIGNALING PROTEIN
d94979,HYDROLASE
d94980,structural genomics
d94981,CELL CYCLE
d94982,PROTEIN BINDING
d94983,OXIDOREDUCTASE
d94984,VIRAL PROTEIN
d94985,structural genomics
d94986,structural genomics
d94987,SIGNALING PROTEIN/INHIBITOR
d94988,HYDROLASE
d94989,MEMBRANE PROTEIN
d94990,HYDROLASE/HYDROLASE INHIBITOR
d94991,OXIDOREDUCTASE
d94992,TRANSFERASE
d94993,SUGAR BINDING PROTEIN
d94994,STRUCTURAL PROTEIN
d94995,PHOTOSYNTHESIS
d94996,structural genomics
d94997,OXIDOREDUCTASE
d94998,HYDROLASE
d94999,TRANSFERASE
d95000,HYDROLASE
d95001,Transcription/DNA
d95002,DNA BINDING PROTEIN
d95003,OXIDOREDUCTASE
d95004,ELECTRON TRANSPORT
d95005,GENE REGULATION
d95006,HYDROLASE
d95007,SIGNALING PROTEIN
d95008,PROTEIN TRANSPORT
d95009,OXIDOREDUCTASE
d95010,structural genomics
d95011,OXIDOREDUCTASE
d95012,TRANSFERASE
d95013,HYDROLASE
d95014,IMMUNE SYSTEM PROTEIN
d95015,HYDROLASE
d95016,METAL BINDING PROTEIN
d95017,SUGAR BINDING PROTEIN
d95018,SIGNALING PROTEIN
d95019,TRANSFERASE
d95020,UNKNOWN FUNCTION
d95021,HYDROLASE
d95022,TRANSCRIPTION/TRANSCRIPTION INHIBITOR
d95023,TRANSFERASE
d95024,TRANSFERASE
d95025,HYDROLASE/DNA
d95026,NUCLEOTIDYLTRANSFERASE
d95027,HYDROLASE
d95028,TRANSFERASE
d95029,VIRAL PROTEIN
d95030,TRANSCRIPTION
d95031,PLANT PROTEIN
d95032,LIGASE
d95033,TRANSFERASE
d95034,HYDROLASE/HYDROLASE INHIBITOR
d95035,NEUROPEPTIDE
d95036,PROTEIN BINDING/INHIBITOR
d95037,IMMUNE SYSTEM
d95038,PERIPLASMIC BINDING PROTEIN
d95039,MEMBRANE PROTEIN/INHIBITOR
d95040,OXIDOREDUCTASE
d95041,RNA BINDING PROTEIN
d95042,HYDROLASE
d95043,TRANSFERASE
d95044,OXIDOREDUCTASE
d95045,METAL BINDING PROTEIN
d95046,CELL ADHESION
d95047,LIGASE
d95048,HYDROLASE
d95049,ANTIBIOTIC
d95050,TRANSFERASE
d95051,VIRAL PROTEIN
d95052,IMMUNE SYSTEM
d95053,TRANSPORT PROTEIN
d95054,MEMBRANE PROTEIN
d95055,TRANSFERASE
d95056,OXIDOREDUCTASE
d95057,CHAPERONE
d95058,structural genomics
d95059,SIGNALING PROTEIN
d95060,OXIDOREDUCTASE
d95061,HYDROLASE
d95062,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d95063,DNA BINDING PROTEIN
d95064,STRUCTURAL GENOMICS
d95065,ELECTRON TRANSPORT
d95066,PEPTIDE ANTIBIOTIC
d95067,TRANSFERASE
d95068,TRANSFERASE ACTIVATOR
d95069,HYDROLASE(ACID PROTEINASE)
d95070,OXIDOREDUCTASE
d95071,STRUCTURAL PROTEIN
d95072,HYDROLASE
d95073,oxidoreductase/oxidoreductase inhibitor
d95074,TRANSPORT PROTEIN
d95075,SIGNALING PROTEIN
d95076,OXIDOREDUCTASE
d95077,TRANSFERASE
d95078,STRUCTURAL PROTEIN
d95079,SIGNALING PROTEIN
d95080,HYDROLASE
d95081,MEMBRANE PROTEIN
d95082,VIRAL PROTEIN
d95083,HYDROLASE
d95084,METAL BINDING PROTEIN
d95085,SIGNALING PROTEIN/PEPTIDE
d95086,TRANSFERASE/TRANSFERASE INHIBITOR
d95087,TRANSPORT PROTEIN
d95088,TRANSFERASE
d95089,ANTITUMOR PROTEIN
d95090,MEMBRANE PROTEINS/INHIBITOR
d95091,TRANSFERASE
d95092,TRANSCRIPTION
d95093,TRANSPORT PROTEIN
d95094,VIRUS LIKE PARTICLE
d95095,STRUCTURAL GENOMICS
d95096,TRANSFERASE
d95097,SH3-DOMAIN
d95098,OXYGEN BINDING
d95099,TRANSFERASE/DNA
d95100,transcription regulator
d95101,PROTEIN BINDING
d95102,HYDROLASE
d95103,HYDROLASE (O-GLYCOSYL)
d95104,LYASE
d95105,HYDROLASE
d95106,DNA
d95107,TRANSCRIPTION
d95108,TRANSCRIPTION/DNA
d95109,TRANSPORT PROTEIN
d95110,VIRAL PROTEIN
d95111,LYASE
d95112,OXIDOREDUCTASE
d95113,APOPTOSIS
d95114,TRANSFERASE
d95115,PROTEIN BINDING
d95116,IMMUNE SYSTEM
d95117,TRANSFERASE
d95118,BIOSYNTHETIC PROTEIN
d95119,hydrolase inhibitor
d95120,OXIDOREDUCTASE
d95121,TRANSPORT PROTEIN
d95122,TRANSCRIPTION
d95123,RNA
d95124,HYDROLASE
d95125,OXIDOREDUCTASE
d95126,TRANSFERASE
d95127,transferase/transferase inhibitor
d95128,TRANSPORT PROTEIN
d95129,DNA
d95130,HYDROLASE(CARBOXYLIC ESTERASE)
d95131,TRANSFERASE
d95132,TRANSFERASE
d95133,TRANSFERASE
d95134,TRANSFERASE
d95135,HYDROLASE
d95136,Hydrolase/Hydrolase Inhibitor
d95137,ELECTRON TRANSPORT
d95138,TRANSFERASE/DNA
d95139,TRANSPORT PROTEIN
d95140,Transcription/DNA
d95141,Structural Genomics/Unknown Function
d95142,IMMUNE SYSTEM
d95143,METAL BINDING PROTEIN
d95144,HYDROLASE(O-GLYCOSYL)
d95145,HYDROLASE/HYDROLASE INHIBITOR
d95146,TRANSCRIPTION
d95147,OXIDOREDUCTASE
d95148,HYDROLASE
d95149,HORMONE/HORMONE INHIBITOR
d95150,HYDROLASE
d95151,TRANSFERASE/DNA
d95152,HYDROLASE/VIRAL PROTEIN
d95153,OXIDOREDUCTASE
d95154,STRUCTURAL GENOMICS
d95155,HYDROLASE
d95156,HYDROLASE/HYDROLASE INHIBITOR
d95157,TRANSFERASE
d95158,TRANSFERASE/INHIBITOR
d95159,HYDROLASE
d95160,Hydrolase/DNA
d95161,THIOL PROTEASE
d95162,FLUORESCENT PROTEIN
d95163,TRANSFERASE
d95164,oxidoreductase/oxidoreductase inhibitor
d95165,HYDROLASE
d95166,HORMONE RECEPTOR
d95167,SIGNALING PROTEIN
d95168,HYDROLASE
d95169,OXIDOREDUCTASE
d95170,TRANSCRIPTION
d95171,STRUCTURAL PROTEIN
d95172,LYASE
d95173,METAL BINDING PROTEIN
