structureId,experimentalTechnique,macromoleculeType,residueCount,resolution,structureMolecularWeight,crystallizationMethod,crystallizationTempK,densityMatthews,densityPercentSol,pdbxDetails,phValue,publicationYear,
1PLK,X-RAY DIFFRACTION,Protein,166,2.8,19448.71,,,1.97,37.45,,,1994,
3ZP6,X-RAY DIFFRACTION,Protein,500,2.6,57802.92,,,3.97,69.05,,,2013,
4BSZ,X-RAY DIFFRACTION,Protein,446,2.84,49566,,,3.53,65.19,"0.1 M MES PH 6.0, 200 MM LITHIUM SULPHATE, 20% PEG 4000",,2013,
4KC7,X-RAY DIFFRACTION,Protein,1422,1.75,161633.08,"VAPOR DIFFUSION, HANGING DROP",291,2.19,43.84,"PEG 400, PEG 3350, pH 5.0, VAPOR DIFFUSION, HANGING DROP, temperature 291K",5,2014,
3EN4,X-RAY DIFFRACTION,Protein,572,2.55,66092.02,"VAPOR DIFFUSION, HANGING DROP",298,2.97,58.58,"14 mg/mL kinase, 50 mM Tris-HCl, 100 mM NaCl, 5% (v/v) glycerol mixed 1:1 with 20% (w/v) glycerol precipitant well solution, pH 8.0, vapor diffusion, hanging drop, temperature 298K",8,2008,
5CJ1,X-RAY DIFFRACTION,Protein,808,2.1,92382.38,"VAPOR DIFFUSION, HANGING DROP",277,3.29,62.61,"16% (w/v) PEG 8000, 400 mM malonate pH 7.2, and 100 mM triethanolamine pH 7.5",7.5,2016,
3EEX,X-RAY DIFFRACTION,Protein,640,2.49,69704.12,"VAPOR DIFFUSION, HANGING DROP",293,2.39,48.51,"34% PEG400, 0.1M Tris-HCl pH 9, protein 20.2 mg/ml, VAPOR DIFFUSION, HANGING DROP, temperature 293K",9,2010,
2XGN,X-RAY DIFFRACTION,Protein,916,1.7,99955.38,,,2.5,51,"13%(W/V) PEG4000,0.1M NAAC,0.1M NACL,10%/W/V) GLYCEROL,0.1M TRIS/HCL PH8.0",8,2013,
4N8N,X-RAY DIFFRACTION,Protein,460,1.87,51935.78,"VAPOR DIFFUSION, HANGING DROP",291,2.2,44.14,"25% PEG MME 2000, 150mM KBr, pH 8, VAPOR DIFFUSION, HANGING DROP, temperature 291K",8,2014,
1VWC,X-RAY DIFFRACTION,Protein,131,1.86,13723.94,,,2.81,36,"SYNTHETIC MOTHER LIQUOR = 75 % SATURATED AMMONIUM SULFATE, 25 % 1.0 M SODIUM FORMATE ADJUSTED TO PH 2.0.",2,1997,
2FMX,X-RAY DIFFRACTION,Protein,390,1.82,45225.5,EVAPORATION,298,2.61,52.94,"28%(w/v)Polyethylene Glycol-4000, 100mM sodium acetate, 0.2M ammonium sulfate, pH 5.6, EVAPORATION, temperature 298K",5.6,2006,
2AEW,X-RAY DIFFRACTION,Protein,410,2.7,47901.8,"VAPOR DIFFUSION, HANGING DROP",283,2.72,54.74,"PEG, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 283K",7.5,2005,
1OUL,X-RAY DIFFRACTION,Protein,258,2.2,29602,"VAPOR DIFFUSION, SITTING DROP",298,3.35,63,"sodium formate, sodium cacodylate, ammonium sulfate, pH 6.3, VAPOR DIFFUSION, SITTING DROP, temperature 298K",6.3,2003,
3KGK,X-RAY DIFFRACTION,Protein,220,1.4,23881.51,"VAPOR DIFFUSION, HANGING DROP",293,2.4,48.81,"25% PEG 6000, 0.1 M calcium acetate, 0.1 M HEPES, pH 7.4, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7.4,,
3ZEU,X-RAY DIFFRACTION,Protein,1146,1.65,124234.73,,,2.5,51.2,"16% PEG3350, 0.1M TRIS PH8.0, 0.2M AMMONIUM SULPHATE.",8,2013,
4IT3,X-RAY DIFFRACTION,Protein,248,2.49,28787.54,"VAPOR DIFFUSION, HANGING DROP",291,2.54,51.5,"3.75 M sodium formate, 4% 2,5-diaminopentane, pH 8.5, VAPOR DIFFUSION, HANGING DROP, temperature 291K",8.5,2013,
2J0C,X-RAY DIFFRACTION,,1940,2.8,228643.31,,,2.5,51,"HANGING DROP CRYSTALLISATION USING 1:1 RATIO OF PROTEIN AT 20-27 MG/ML AGAINST 0.1 M HEPES PH 7-7.5, 0.2 M LITHIUM SULFATE,0.8-1.0 M LITHIUM CHLORIDE AND 30% PEG4000",7.2,2006,
5TPM,X-RAY DIFFRACTION,Protein,636,2.8,74850.16,"VAPOR DIFFUSION, HANGING DROP",295,2.72,54.9,"Protein: 15.0 mg/ml, 0.3M Sodium chloride, 0.01M HEPES pH 7.5; Screen: 0.2M NH4Formate, 20% (w/v) PEG3350;Cryo: paratone.",7.5,,
1N8B,X-RAY DIFFRACTION,Protein,1336,2.9,155362.83,"VAPOR DIFFUSION, HANGING DROP",293.15,2.21,43.87,"HEPES, PEG 6000, LIBR, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 293.15K",7,2003,
5MFM,X-RAY DIFFRACTION,Protein,2786,2.3,293070,"VAPOR DIFFUSION, SITTING DROP",277,2.02,38.96,"37.5% (MPD/PEG1000/PEG3350), 0.03 M MgCl2, 0.03 M CaCl2, Bicine/TRIS pH 8.5",8.5,2017,
3LSX,X-RAY DIFFRACTION,Protein,258,2.01,29311.11,"VAPOR DIFFUSION, HANGING DROP",277,2.68,54.02,"16-18% PEG8K, 0.1 M Na Cacodylate, 0.1-0.15 M zinc acetate, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K",6.5,2010,
3LMD,X-RAY DIFFRACTION,Protein,360,1.9,39078.81,"VAPOR DIFFUSION, SITTING DROP",,2.86,57.09,"0.1M SODIUM ACETATE, PH 4.5, 30% PEG400, 200MM CALCIUM ACETATE, 10% GLYCEROL, VAPOR DIFFUSION, SITTING DROP, TEMPERATURE 294K",4.5,,
3LZY,X-RAY DIFFRACTION,Protein,330,1.8,34221.43,"VAPOR DIFFUSION, SITTING DROP",288,2.49,50.57,"25% PEG4000, 200mM ammonium acetate, 100 mM Na-acetate, pH 4.5, VAPOR DIFFUSION, SITTING DROP, temperature 288K",4.5,,
4GHO,X-RAY DIFFRACTION,Protein,192,1.1,21229.05,"VAPOR DIFFUSION, HANGING DROP",298,2.33,47.24,"0.7M ammonium sulfate, phosphate buffer, pH 7.2, VAPOR DIFFUSION, HANGING DROP, temperature 298, temperature 298.0K",7.2,2014,
 UNKNOWN FUNCTION,1I6N,X-RAY DIFFRACTION,Protein,278,1.8,32040.75,"VAPOR DIFFUSION, HANGING DROP",298,2.93,58.08,"Ammonium sulfate, Tris buffer, sodium chloride, EDTA, pH 8.1, VAPOR DIFFUSION, HANGING DROP, temperature 298K",8.1,2002,
2JSJ,SOLUTION NMR,Protein,24,,2518.83,,,,,,,2007,
2L3M,SOLUTION NMR,Protein,71,,7583.47,,,,,,,,
1SP1,SOLUTION NMR,Protein,29,,3601.66,,,,,,,1997,
5V8E,X-RAY DIFFRACTION,Protein,618,2.2,72529.8,"VAPOR DIFFUSION, SITTING DROP",293,3.15,60.97,"0.1 M Sodium Citrate:Citric Acid pH 5.5, 40% (v/v) PEG 600",5.5,2018,
5KLF,X-RAY DIFFRACTION,Protein,97,1.8,12727.67,"VAPOR DIFFUSION, HANGING DROP",291,3.03,59.37,4 M sodium formate,,2016,
3VJI,X-RAY DIFFRACTION,Protein,572,2.61,65579,"VAPOR DIFFUSION, SITTING DROP",293,2.5,50.85,"0.8M Sodium Citrate, 0.1M HEPES (pH7.5), VAPOR DIFFUSION, SITTING DROP, temperature 293K",7.5,2012,
5V2P,X-RAY DIFFRACTION,Protein,366,2,42171.3,"VAPOR DIFFUSION, HANGING DROP",277,2.63,53.29,"34-37% PEG400, 0.1 M magnesium chloride, 0.1 M MES, pH 6.3",6.3,2017,
 UNKNOWN FUNCTION,1NNW,X-RAY DIFFRACTION,Protein,504,1.9,57884.43,modified microbatch,291,2.94,57.79,"PEG 4000, isopropanol, sodium citrate, pH 5.6, modified microbatch, temperature 291K",5.6,,
2JAT,X-RAY DIFFRACTION,Protein,410,2.6,49592.62,,,2.2,43.3,"20% PEG 3350, 0.2 M MGCL2, pH 5.90",5.9,2007,
3TV5,X-RAY DIFFRACTION,Protein,2307,2.8,263119.38,"VAPOR DIFFUSION, HANGING DROP",298,4.23,70.95,"100 mM NaCitrate, 12%(w/v) PEG8000, 150 mM LiSO4, 7.5% (v/v) glycerol, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",5.5,2011,
1WSD,X-RAY DIFFRACTION,Protein,269,1.5,26879.57,"VAPOR DIFFUSION, HANGING DROP",291,2.08,40.73,"acetate, ammonium sulfate, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 291K",5.5,1997,
5UAN,X-RAY DIFFRACTION,Protein#DNA,816,3.51,99768.27,"VAPOR DIFFUSION, HANGING DROP",277,2.3,46.56,"MES, PEG300",6.5,2017,
1V5S,SOLUTION NMR,Protein,126,,14277.15,,,,,,,,
1EEN,X-RAY DIFFRACTION,Protein,328,1.9,38516.03,,,2.77,55.64,pH 7.5,7.5,2000,
4N0Y,X-RAY DIFFRACTION,Protein,461,1.75,49462.46,"VAPOR DIFFUSION, SITTING DROP",293,2.77,55.68,"20% (w/v) PEG 6000, 1M lithium chloride and 0.1 M citric acid, pH 4.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",4,2015,
5C0O,X-RAY DIFFRACTION,Protein,1020,2.62,115885.84,"VAPOR DIFFUSION, HANGING DROP",292,2.46,50.04,"2.1 M ammonium sulfate, 8% isopropanol",8,2016,
3MFX,X-RAY DIFFRACTION,Protein,387,2.4,44934.26,"VAPOR DIFFUSION, HANGING DROP",277,2.7,54.49,"Protein solution: 100mM NaCl, 5mM DTT, 0.02% NaN3, 10mM Tris-HCl (pH 7.5), Reservoir solution: 0.1M Bis-Tris Propane (pH 7), 20% PEG 4k, and 0.1M sodium bromide, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7,,
4YFX,X-RAY DIFFRACTION,Protein,8222,3.84,920555.38,VAPOR DIFFUSION,300,3.26,62.28,"0.1M HEPES-HCL , 0.2M CaACETATE, 15% PEG400",7,2015,
5N8B,X-RAY DIFFRACTION,Protein,784,1.03,80752.39,"VAPOR DIFFUSION, SITTING DROP",293,2.26,45.59,0.1M Magnesium chloride 0.1M Sodium citrate pH 5 15% PEG4000,5,2017,
4B23,X-RAY DIFFRACTION,Protein#DNA,254,2,32960.43,,,2.8,56,"0.40 M (NH4) H2PO4 (NOT PH ADJUSTED), 6% 1,6-HEXANEDIOL",,2013,
4W65,X-RAY DIFFRACTION,Protein,279,1.38,30976.53,"VAPOR DIFFUSION, SITTING DROP",289,1.93,36.42,"EBS INTERNAL TRACKING NUMBER  500 MM NACL, 2 MM DTT, 0.025% SODIUM AZIDE, 5% GLYCEROL, 0.4  LISO4; 20% EG ADDED AS CRYOPROTECTANT, VAPOR DIFFUSION,  SITTING DROP, TEMPERATURE 289K",7.5,,
5JUL,ELECTRON MICROSCOPY,Protein,23040,4.4,2665955,,,,,,,2017,
3O69,X-RAY DIFFRACTION,Protein,382,2.1,43915.98,"VAPOR DIFFUSION, HANGING DROP",291,2.37,48.01,"20-26% PEG 3350, 0.2 M Mg Cl, 0.1 M Tris HCL  pH 8.5, 4mM GDP-mannose at a ratio of 1:1 protein:reservoir, vapor diffusion, hanging drop, temperature 291K",8.5,2011,
1CNY,X-RAY DIFFRACTION,Protein,260,2.3,30033.62,,,2.15,42.69,,,1995,
2G5C,X-RAY DIFFRACTION,Protein,1124,1.9,130572.55,"VAPOR DIFFUSION, HANGING DROP",298,2.22,44.52,"12% PEG 4000, 100mM sodium acetate, 200mM lithium sulfate, 2mM NAD , pH 3.2, VAPOR DIFFUSION, HANGING DROP, temperature 298K",3.2,2006,
4X5E,X-RAY DIFFRACTION,Protein,756,1.77,78983.69,"VAPOR DIFFUSION, HANGING DROP",278,2.48,50.4,"imidazole malate, PEG 4000",,2015,
2VZZ,X-RAY DIFFRACTION,Protein,872,2.3,103531.56,,,3.03,54,"PROTEIN AT 8 MG/ML IN 20 MM TEA PH 8.5, 100 MM AMMONIUM SULFATE, 1 MM EDTA, 1 MM DTT, 2 MM COA, 4 MM SUCCOA CRYSTALLIZED IN 1 M LICL, 100 MM HEPES PH 7.0. CRYOPROTECTED IN PRECIPITANT SOLUTION PLUS 20 MM SUCCOA AND 20% GLYCEROL",7,2008,
1PWZ,X-RAY DIFFRACTION,Protein,508,2.5,56270.54,"VAPOR DIFFUSION, HANGING DROP",293,2.88,57.26,"ammonium sulfate, bis-tris buffer, pH 6.9, VAPOR DIFFUSION, HANGING DROP, temperature 293K",6.9,2003,
4CNO,X-RAY DIFFRACTION,Protein,1008,1.5,111540.68,,,2.1,42.6,"32% PEG 4000, 0.1 M NA-CITRATE PH 5.2",5.2,2014,
4GP4,X-RAY DIFFRACTION,Protein,770,2.8,93201.61,LIPIDIC CUBIC PHASE,293,3.1,60.32,"50mM Sodium Cacodylate, 1.6M NaCl, 40% PEG400, pH 6.5, Lipidic Cubic Phase, temperature 293K",6.5,2013,
1BYI,X-RAY DIFFRACTION,Protein,224,0.97,24028.29,,,2,38,pH 6.5,6.5,1999,
2CFA,X-RAY DIFFRACTION,Protein,434,2.3,51872.35,,,2.5,50.82,"10MG/ML PROTEIN, 10% PEG 400 0.1M MGCL2, 18% ISOPROPANOL, 5% PEG MME 550, pH 8.50",8.5,2006,
4Y3H,X-RAY DIFFRACTION,Protein,330,1.23,34698.77,"VAPOR DIFFUSION, SITTING DROP",290,1.89,34.98,"0.1 M ammonium acetate, 0.1 M sodium acetate, 24-30% PEG 4000, crystals obtained by streak-seeding",4.6,,
4WLM,X-RAY DIFFRACTION,Protein,612,3,71181.19,"VAPOR DIFFUSION, HANGING DROP",293,2.52,51.12,"20 mM HEPES, 1.5 M Li2SO4",7.5,2015,
3UKJ,X-RAY DIFFRACTION,Protein,362,1.6,39607.37,"VAPOR DIFFUSION, SITTING DROP",297,2,38.63,"10 mM Nickel chloride, 0.1M Tris, 20% PEG2000 MME, 10 mM Praseodymium Acetate, pH 8.5, VAPOR DIFFUSION, SITTING DROP, temperature 297K",8.5,2013,
4AIR,X-RAY DIFFRACTION,Protein,708,1.8,77201.88,,,2.02,34.15,,,2012,
3B9X,X-RAY DIFFRACTION,Protein,1332,2.3,145129.25,"VAPOR DIFFUSION, HANGING DROP",293,2.12,41.99,"0.1M Tris-HCl, 0.2M NaCl, 24% PEG 4000, pH 8.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.5,2008,
2HAZ,X-RAY DIFFRACTION,Protein,105,1.7,11388.62,"VAPOR DIFFUSION, HANGING DROP",298,1.9,35.19,"0.3 M Calcium chloride, 17% PEG 3350, 10% PEG 400 (the latter only in the drop), pH 5.1, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K",5.1,2006,
2YXO,X-RAY DIFFRACTION,Protein,534,1.6,60764.75,"VAPOR DIFFUSION, HANGING DROP",293,2.55,51.71,"1.5 M ammonium sulfate  0.1 M Tris-HCl ph8.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.5,2007,
2A9Q,X-RAY DIFFRACTION,Protein,120,2.9,13600.73,"VAPOR DIFFUSION, SITTING DROP",,2.54,51.66,"VAPOR DIFFUSION, SITTING DROP",,,
1QRF,X-RAY DIFFRACTION,Protein,213,1.55,23043.25,"VAPOR DIFFUSION, HANGING DROP",298,2.05,40.03,"PEG 8000, ammonium sulfate, pH 5.8, VAPOR DIFFUSION, HANGING DROP, temperature 298K",5.8,2000,
3AJ7,X-RAY DIFFRACTION,Protein,589,1.3,68717.41,"VAPOR DIFFUSION, HANGING DROP",288,2.48,50.41,"19% PEG 3350, 0.05N HEPES, 0.2M lithium acetete, pH 7.3, VAPOR DIFFUSION, HANGING DROP, temperature 288K",7.3,2010,
2NSA,X-RAY DIFFRACTION,Protein,170,1.7,20740.08,VAPOR DIFFUSION,293,2.2,44.07,"1.35M ammonium sulfate  0.05M TrisCl, pH 7.4, VAPOR DIFFUSION, temperature 293K",7.4,2007,
2BWT,X-RAY DIFFRACTION,Protein,440,2.9,50086.57,,,5.5,77.6,"HANGING DROP VAPOUR DIFFUSION AT 4C. 2 UL 10 MG/ML APPRO PLUS 2 UL RESERVOIR SOLUTION: 30% MPD, 0.1 M CITRATE PH 7.5, 0.2 M MGACETATE. SOAKED IN RESERVOIR SOLUTION SUPPLEMENTED WITH AND 1 MM MNCL2 FOR 1 HR AT 4C PRIOR TO CRYOCOOLING.",7.5,2006,
3R9G,X-RAY DIFFRACTION,Protein,376,1.35,44752.57,hanging drop,282,2.34,47.45,"PEG550MME, MgCl2, pH 7.0, hanging drop, temperature 282K",7,2011,
1XQF,X-RAY DIFFRACTION,Protein,418,1.8,43874.02,"VAPOR DIFFUSION, SITTING DROP",298,3.9,68.1,"PEG 550, pH 4.6, VAPOR DIFFUSION, SITTING DROP, temperature 298K",4.6,2004,
5L9Q,X-RAY DIFFRACTION,Protein,416,1.75,46638.32,"VAPOR DIFFUSION, SITTING DROP",277,2.76,55,"0.2 M ammonium sulfate, 0.1 M MES pH 6.5, 30% (w/v) PEGMME 5K, VAPOR DIFFUSION, SITTING DROP, TEMPERATURE 277K",6.5,2017,
 UNKNOWN FUNCTION,2IMH,X-RAY DIFFRACTION,Protein,462,1.57,49370.89,VAPOR DIFFUSION,294,2.25,45.22,"560mM tri-Sodium Citrate dihydrate, pH 7, VAPOR DIFFUSION, temperature 294K",7,,
5JHJ,SOLUTION NMR,Protein,97,,10830.05,,,,,,,2017,
3KUU,X-RAY DIFFRACTION,Protein,696,1.41,74324.84,"VAPOR DIFFUSION, HANGING DROP",298,2.58,52.34,"1.6M ammonium sulphate, 4% maltose, 0.1M HEPES, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7,,
3UIF,X-RAY DIFFRACTION,Protein,348,2.6,39503.98,"VAPOR DIFFUSION, SITTING DROP",298,2.18,43.56,"0.2 M Li-sulfate, 0.1 M Bis-Tris, 25% PEG 3350, pH 5.5, VAPOR DIFFUSION, SITTING DROP, temperature 298K",5.5,,
5T6R,ELECTRON MICROSCOPY,Protein#RNA,11360,4.2,2050798,,,,,,,2017,
 UNKNOWN FUNCTION,3B49,X-RAY DIFFRACTION,Protein,211,1.6,25389.52,"VAPOR DIFFUSION, SITTING DROP",294,2.38,48.39,"0.1M HEPES pH 7.5, 1.4M tri-Sodium citrate, VAPOR DIFFUSION, SITTING DROP, temperature 294K",7.5,,
4ZGF,X-RAY DIFFRACTION,Protein,141,1,17272.97,"VAPOR DIFFUSION, SITTING DROP",293,2.13,42.13,"0.1M HEPES pH 7.5, 40% polyethylene glycol 400, 0.2M calcium acetate",7.5,,
1MUJ,X-RAY DIFFRACTION,Protein,423,2.15,48760.53,"VAPOR DIFFUSION, SITTING DROP",295.5,2.42,49.27,"PEG3000, Sodium Chloride, Tris, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 295.5K",7.5,2003,
2WC9,X-RAY DIFFRACTION,Protein,212,2.5,24502.59,,,2.1,42,"80 MM TRIS PH 8.5, 2.3 M LI2SO4",,2009,
2K58,SOLUTION NMR,Protein,35,,4014.88,,,,,,,2007,
2K25,SOLUTION NMR,Protein,103,,11538.96,,,,,,,,
3T5Z,X-RAY DIFFRACTION,Protein,259,1.65,29732.19,"VAPOR DIFFUSION, HANGING DROP",293,2.08,40.78,"2.6 M ammonium sulfate, 0.3 M sodium chloride, 0.1 M Tris-HCl, pH 8.5, 5 mM 4-hydroxymercurybenzoate, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.5,2011,
3NZL,X-RAY DIFFRACTION,Protein,83,1.2,9980.5,"VAPOR DIFFUSION, HANGING DROP",277,1.57,21.6,"Protein solution: 100mM NaCl, 5mM DTT, 0.02% NaN3, 10mM Tris-HCl (pH 7.5), Reservoir solution: 0.1M Tris (pH 7.5) and 20% PEG 3350, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7.5,,
3XIN,X-RAY DIFFRACTION,Protein,1572,2.3,173682.11,,,3.96,68.92,,,1992,
3B0U,X-RAY DIFFRACTION,Protein#RNA,708,1.95,82693.92,"VAPOR DIFFUSION, SITTING DROP",293,2.13,42.15,"HEPES, PEG 12000, pH 7.0, vapor diffusion, sitting drop, temperature 293K",7,2011,
3ML9,X-RAY DIFFRACTION,Protein,966,2.55,111181.65,"VAPOR DIFFUSION, HANGING DROP",286,2.33,47.1,"Protein] : [Compound] = 1:10     Hanging drop: 2.5ul protein + 2.5ul well @ 13  C    Well solution: 0.1M Bis-Tris propane, pH8.2, 0.2M (NH4)2SO4, 16-18% (w/v) PEG3350, 10% (v/v) Ethylene Glycol and 10mM TCEP, pH7.0    , VAPOR DIFFUSION, HANGING DROP, temperature 286K",7,2013,
4GB0,X-RAY DIFFRACTION,Protein,121,2.6,14154.95,"VAPOR DIFFUSION, SITTING DROP",293,2.57,52.21,"1.6M sodium malonate, pH 7.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",7,2013,
3F4G,X-RAY DIFFRACTION,RNA,110,3.01,36367.3,"VAPOR DIFFUSION, HANGING DROP",293,2.83,56.61,"0.1 M Tris-HCl pH 8.4  10% PEG 4000  0.2 M MgCl2, VAPOR DIFFUSION, HANGING DROP, temperature 293K",8.4,2009,
2MP7,SOLUTION NMR,,102,,10426.34,,,,,,,,
3O20,X-RAY DIFFRACTION,Protein,315,1.9,38226.5,"VAPOR DIFFUSION, HANGING DROP",300,2.17,43.2,"Excess of NaNO3 and 10% of Ditionite, pH 7.4, VAPOR DIFFUSION, HANGING DROP, temperature 300K",7.4,,
3KUW,X-RAY DIFFRACTION,Protein,278,1.9,30842.99,"VAPOR DIFFUSION, HANGING DROP",298,2.32,46.87,"This-HCl, Fluoroacetate, PEG4000, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7,2010,
3IMC,X-RAY DIFFRACTION,Protein,602,1.6,64235.44,"VAPOR DIFFUSION, HANGING DROP",293,2.19,43.78,"11-14% w/v PEG3000, 100-150 mM lithium sulfate, 100 mM imidazole, pH 8.0,  2-4% v/v ethanol, 10% v/v glycerol and 20 mM magnesium chloride., VAPOR DIFFUSION, HANGING DROP, temperature 293K",8,2009,
5NNK,X-RAY DIFFRACTION,Protein,37,1.8,5192.56,"VAPOR DIFFUSION, SITTING DROP",298,2.86,56.96,"30% Peg400, 100 mM Hepes, pH 7",7,2017,
3TJ3,X-RAY DIFFRACTION,Protein,1122,2.7,122414.73,"VAPOR DIFFUSION, HANGING DROP",298,2.22,44.58,"24% PEG3350, 100 mM Bis-Tris, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",6.5,2012,
2R1C,ELECTRON MICROSCOPY,Protein,95,12.5,10875.71,,,,,,,2007,
1KH9,X-RAY DIFFRACTION,Protein,898,2.5,94660.73,,292,2.86,57.01,"ammonium sulfate, magnesium chloride, zinc sulfate, pH 8.0, VAPOR DIFFUSION, HANGING DROP, temperature 292K",8,2002,
5M3D,X-RAY DIFFRACTION,Protein,404,2.38,45671.9,"VAPOR DIFFUSION, SITTING DROP",294.15,2.44,49.52,"Protein: 10 mg/ml Buffer: 40% EtOH,         0.097 M Citrate      pH 2.2,               0.113 M Na2HPO4   pH 9.3,  (pH ~6) 2.5% PEG 1000",,2017,
5WRY,X-RAY DIFFRACTION,Protein,704,2.3,79749.26,"VAPOR DIFFUSION, HANGING DROP",298,2.27,45.75,"2.5M AMMONIUM SULFATE, 100mM TRIS",7.5,,
4RFW,X-RAY DIFFRACTION,Protein,244,2.4,27785.3,"VAPOR DIFFUSION, HANGING DROP",295,2.24,45.14,"5-12% PEG4000, 3-12 Glycerol, 0.1 Bis-Tris pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 295K",7,2015,
1JFL,X-RAY DIFFRACTION,Protein,456,1.9,50387.46,"VAPOR DIFFUSION, SITTING DROP",293.2,2.41,48.89,"PEG6000, sodium citrate, calcium chloride, pH 4.0, VAPOR DIFFUSION, SITTING DROP, temperature 293.2K",4,2002,
1ZW6,X-RAY DIFFRACTION,Protein,166,1.5,19495.38,"VAPOR DIFFUSION, HANGING DROP",293,2.61,54.57,"22% PEG4000, 200mM Ca Acetate, 100 mM Tris-HCl, 10 mM MgCl2, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7.5,2006,
1V4A,X-RAY DIFFRACTION,Protein,440,2,51037.91,"VAPOR DIFFUSION, HANGING DROP",294,2.69,53.98,"PEG 2000 MME, sodium formate, sodium acetate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 294K",4.5,2004,
3EMU,X-RAY DIFFRACTION,Protein,161,2.3,18468.35,VAPOR DIFFUSION,294,4.67,73.64,"500mM ammonium sulfate, 1M lithium sulfate, 100mM tri-sodium citrate dihydrate, pH 7.0, Vapor diffusion, temperature 294K, VAPOR DIFFUSION",7,,
3L8L,X-RAY DIFFRACTION,Protein,66,1.25,8527.52,,,1.61,23.72,BATCH CRYSTALLIZATION WITH 30 MG/ML GRAMICIDIN AND SATURATED NAI IN METHANOL,,2010,
4B0N,X-RAY DIFFRACTION,Protein,828,2.85,89835.46,,,2.39,48.5,"3 MICROLITER DROPS OF PROTEIN AT 7 MG/ML WERE MIXED WITH 1.5 MICROLITERS OF CRYSTALLIZATION BUFFER (0.1 M BICINE PH 8, 18% PEG 6000) USING THE HANGING DROP VAPOR DIFFUSION METHOD AT 19 DEGREES CELSIUS",8,2013,
4OL9,X-RAY DIFFRACTION,Protein,304,1.85,33232.03,"VAPOR DIFFUSION, SITTING DROP",289,2.57,52.19,"Protein incubated with 4mM NADP for ~5min, then added 1 to 1 with Morpheus(g5): 10% PEG-20,0000, 20% PEG-MME-550, 0.1M MOPS/HEPES-Na, pH=7.5, 0.02M each sodium formate, ammonium acetate, trisodium citrate, sodium potassium L-tartarate, sodium oxamate, VAPOR DIFFUSION, SITTING DROP, temperature 289K",7.5,,
4V1C,X-RAY DIFFRACTION,Protein,1692,2.95,190119.97,,,2.84,56.66,,,2014,
3Q94,X-RAY DIFFRACTION,Protein,576,2.3,64082.78,"VAPOR DIFFUSION, SITTING DROP",289,3.25,62.1,"0.2M Zn Acetate, 0.1M Na Acetate, 10% PEG 3000, 20mM fructose 1,6-bisphosphate, 20mM D-glyceric acid hemicalcium, pH 4.5, VAPOR DIFFUSION, SITTING DROP, temperature 289K",4.5,,
2QD5,X-RAY DIFFRACTION,Protein,718,2.3,86186.66,"VAPOR DIFFUSION, HANGING DROP",291,2.67,53.86,"0.05M ammonium acetate, 0.05M Bis-Tris, pH 6.5 and 40% (v/v) pentaerythritol ethoxylate , VAPOR DIFFUSION, HANGING DROP, temperature 291K",6.5,2007,
2NU2,X-RAY DIFFRACTION,Protein,236,1.65,24282.56,"VAPOR DIFFUSION, HANGING DROP",298,2.03,39.46,"PEG 4000, SODIUM POTASSIUM PHOSPHATE, pH 7.1, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.1,,
5U1J,X-RAY DIFFRACTION,Protein#DNA,1330,2.95,162985.16,"VAPOR DIFFUSION, HANGING DROP",298,2.24,45.18,"20% PEG 4000, 10% isopropanol, 0.1 M Citrate pH 5.5",5.5,2017,
3GDZ,X-RAY DIFFRACTION,Protein,436,2.2,47282.01,"VAPOR DIFFUSION, SITTING DROP",289,2.26,45.51,"0.1M HEPES pH 7.5, 1.4M Sodium citrate tribasic dihydrate, VAPOR DIFFUSION, SITTING DROP, temperature 289K",7.5,,
5U3J,X-RAY DIFFRACTION,Protein,484,2.74,53479.84,"VAPOR DIFFUSION, SITTING DROP",293,3.65,66.27,30% PEG 1500,,2017,
1HMZ,X-RAY DIFFRACTION,,0,,54034.71,,,2.85,56.79,,,1983,
